ts_code,name,industry,pct_chg,cum3,cum5,cum8,down5_cnt,down_streak,intraday,amp_pct,amount,large_net_mf_ratio,reversal_candidate_score
301421.SZ,波长光电,元器件,-7.268,-0.16959010339734115,-0.3211320754716981,-0.23524910729467774,4.0,2,-6.487160827528848,7.15463917525773,613538.63555,-0.013658227069087448,77.3963857143417
600481.SH,双良节能,电气设备,-1.4733,-0.13008130081300828,-0.2691256830601094,-0.2691256830601094,5.0,7,-2.0146520146520186,4.419889502762435,573582.847,0.00037225659922846324,75.97342210882691
688150.SH,莱特光电,元器件,-7.7675,-0.09536735432500898,-0.30103467561521247,-0.24383603085766148,4.0,2,-8.292056503393862,10.221402214022138,876268.815,-0.006466029491189862,74.48019202036878
300687.SZ,赛意信息,软件服务,1.9547,-0.08362614195361917,-0.23339212228101125,-0.251005169442849,4.0,0,0.967866821525365,6.1767005473025876,545354.42658,0.0012064997879016532,67.57091534065351
688503.SH,聚和材料,电气设备,-4.2702,-0.1341871921182266,-0.23208668297797974,-0.24371772805507752,5.0,5,-3.492202943114442,6.220043572984759,1069426.421,-0.004461868443027739,67.2640974435565
688691.SH,灿芯股份,半导体,-7.2779,-0.1543103448275862,-0.262406015037594,-0.23633815973844008,4.0,2,-7.878674053901779,9.281663516068047,767103.022,-0.0015626323526594047,66.9370102211368
000417.SZ,合百集团,百货,4.6667,-0.06436233611442199,-0.24154589371980673,-0.17628541448058765,4.0,0,6.0810810810810745,10.133333333333331,811626.95647,-0.008215005609225896,66.62142077355053
603606.SH,东方电缆,电气设备,-1.8345,-0.020754295916090126,-0.22990522990522977,-0.2511945392491467,4.0,1,-2.661934338952965,3.579418344519018,651558.103,-0.0011346800793297744,66.27623516271443
688208.SH,道通科技,IT设备,-0.2969,-0.16380741560597678,-0.21750388399792853,-0.24937903626428215,5.0,6,-1.1449133137062528,4.354998350379414,722869.51,0.008285368129581217,65.11759275702889
301611.SZ,珂玛科技,半导体,-3.4039,-0.0831794871794872,-0.20513960519295749,-0.2825842696629213,4.0,2,-3.3726083666630657,5.0680786686838095,747305.97974,-0.008546940842387208,64.31477662608128
600343.SH,航天动力,机械基件,-1.6444,-0.0837192732454578,-0.2168087697929355,-0.23520666071959573,4.0,2,-1.6443594646271542,3.4034416826003846,539073.328,-0.00249988253917099,62.6371116552177
002865.SZ,钧达股份,电气设备,-2.5698,-0.12352597781669594,-0.2072861668426611,-0.24064333400768767,5.0,6,-2.5064935064935123,6.709928617780664,940932.47866,-0.008332850845116977,62.54631105060378
301165.SZ,锐捷网络,通信设备,-4.7471,-0.0772467688608357,-0.14722222222222225,-0.37715560965713124,4.0,2,-5.6110684089162195,9.9906919019547,777353.27207,-0.0008779020099609803,61.47069296855058
300499.SZ,高澜股份,专用机械,-4.0838,-0.10459433040078203,-0.20915173753507443,-0.2291184515043131,4.0,2,-5.077720207253888,6.910994764397907,984713.36575,-0.01393126210849341,60.74892635244146
688378.SH,奥来德,专用机械,-2.0838,-0.16005753030614334,-0.21610738255033546,-0.18776077885952702,5.0,5,-2.0838323353293386,6.251497005988023,587537.876,-0.0024138358698767492,59.91536349608279
002929.SZ,润建股份,通信设备,-3.6885,-0.09394679347127621,-0.20964125560538116,-0.19886363636363635,5.0,5,-1.8242584598245348,7.103825136612025,1672094.86558,-0.003899898345622901,59.63671712136828
301095.SZ,广立微,半导体,-4.3953,-0.11027070063694266,-0.20335056139725538,-0.2251690067602703,4.0,2,-5.7955742887249695,6.886963961073679,783315.04662,-0.015706707094531955,59.38520817813853
300042.SZ,朗科科技,IT设备,-2.5899,-0.06904412962058293,-0.20287228109313993,-0.22544370681479475,4.0,2,-4.285953457224167,5.247912761969668,994508.75694,-0.013536743549068806,59.32543365485063
