tag,direction,n,k,ic,rank_ic,icir,diracc,n_days,top10_spread_bp,top10_abs_bp,bt_annualised,bt_sharpe,bt_max_drawdown,bt_n_days
lstm_ic_h384_l2_w20,inverse,15,3,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.6534568334091718,-2.8453323522078393,-0.11542282369992796,15
lstm_ic_h384_l2_w20,inverse,15,2,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.6676766597622197,-2.855171929481145,-0.11720036148386148,15
lstm_ic_h384_l2_w20,inverse,30,10,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.6394733110121811,-2.941126029245733,-0.09798836925541321,15
lstm_ic_large,forward,3,3,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.6165191148523206,-3.0248928732358484,-0.09945068995215389,15
lstm_ic_large,inverse,10,1,0.055187056087772295,0.03650761826877622,8.050521069730863,0.4315925307734969,16,-18.47944459314021,-47.60475227521965,-0.803577273723425,-3.0410137325423503,-0.13951976712003977,15
lstm_ic_h384_l2_w20,inverse,10,10,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.6970370241323864,-3.043913033275684,-0.11027218843492514,15
lstm_ic_h384_l2_w20,inverse,20,3,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.7040407312839702,-3.106498369426925,-0.12222936045019839,15
lstm_ic_final_h384_l2_w20,inverse,15,2,0.054670368782417295,0.037646332836654535,8.873707700462427,0.5498035285433912,16,14.414500161365135,-57.15602122654673,-0.7472267727890323,-3.1328589311438737,-0.1149263210221988,15
lstm_ic_large,inverse,5,2,0.055187056087772295,0.03650761826877622,8.050521069730863,0.4315925307734969,16,-18.47944459314021,-47.60475227521965,-0.8578050878693659,-3.1523027556673364,-0.15654903379891005,15
lstm_ic_h384_l3_w20,inverse,30,10,0.047732990262720765,0.03407750561820361,7.648904620760231,0.4315925307734969,16,6.057088075976931,-57.58855080784997,-0.6892459541408212,-3.174819346977879,-0.11374074227386544,15
