tag,direction,n,k,ic,rank_ic,icir,diracc,n_days,top10_spread_bp,top10_abs_bp,bt_annualised,bt_sharpe,bt_max_drawdown,bt_n_days
lstm_ic_large,forward,5,3,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7402146505376899,-4.503757852557481,-0.10233134403037658,15
lstm_ic_h384_l2_w20,inverse,15,5,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.8203601783784613,-4.585438083008135,-0.14280063834884282,15
lstm_ic_h256_l3_w40,inverse,15,10,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.8280177946827559,-4.597553152072677,-0.13947164439699666,15
lstm_ic_h384_l2_w20,forward,5,2,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7409546555595041,-4.667069148429919,-0.1277031891042777,15
lstm_ic_h256_l3_w40,inverse,5,2,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.9494719260568917,-4.672231475325334,-0.19385101045914666,15
lstm_ic_h384_l2_w20,forward,5,5,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7434105709542556,-4.715083940781212,-0.12132107238875178,15
lstm_ic_h384_l3_w20,inverse,3,2,0.047732990262720765,0.03407750561820361,7.648904620760231,0.4315925307734969,16,6.057088075976931,-57.58855080784997,-0.9696388393069513,-4.758645522555026,-0.2591834530010846,15
lstm_ic_h256_l3_w40,inverse,10,5,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.8961152154400341,-4.871958858056075,-0.17528696608393657,15
lstm_ic_h256_l3_w40,inverse,10,2,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.9394071184492462,-4.874444647316437,-0.18396240888470627,15
lstm_ic_large,forward,10,10,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7774777560312488,-4.9302745101002055,-0.11635700522775139,15
lstm_ic_h256_l3_w40,inverse,20,10,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.7928233334716681,-4.979607591666111,-0.11652508435224418,15
lstm_ic_h256_l3_w40,inverse,3,1,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.978884438045217,-5.070461435718149,-0.22601557286848195,15
lstm_ic_h384_l2_w20,forward,5,3,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.9105873499089976,-5.182280257202454,-0.17394996932630247,15
lstm_ic_large,forward,30,5,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7563150129835408,-5.275085305847785,-0.1058538015338144,15
lstm_ic_h384_l2_w20,inverse,20,5,0.053009816132149834,0.029516807110983173,7.703465158779888,0.5680631890398392,16,-13.913133764617674,-75.02565284084994,-0.8298027743827973,-5.29361361827162,-0.13785266954234732,15
lstm_ic_h384_l2_w20,forward,5,1,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7797456750815294,-5.301577896934025,-0.13127177745957264,15
lstm_ic_h384_l3_w20,inverse,5,2,0.047732990262720765,0.03407750561820361,7.648904620760231,0.4315925307734969,16,6.057088075976931,-57.58855080784997,-0.9545681681902655,-5.348724877152016,-0.2031704201313238,15
lstm_ic_h256_l3_w40,inverse,15,5,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.8849833258817896,-5.429836694574304,-0.15427188920664192,15
lstm_ic_h256_l3_w40,inverse,10,10,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.8849139335245451,-5.485047182343245,-0.16496533799317448,15
lstm_ic_large,forward,15,1,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7243871931781509,-5.662446067281255,-0.09046510413432207,15
lstm_ic_large,forward,3,2,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.9494728052569421,-5.714209551587616,-0.1866851472278206,15
lstm_ic_large,forward,20,5,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8064627478323467,-5.728968368962649,-0.11920003365447096,15
lstm_ic_large,forward,10,1,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7516305421575369,-5.793971636078417,-0.09101780686752103,15
lstm_ic_h384_l3_w20,forward,3,2,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9656667522555155,-5.849923661475349,-0.2624570542931973,15
lstm_ic_large,forward,5,2,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.9016066316742458,-5.856360963113303,-0.14719219198709943,15
lstm_ic_h384_l3_w20,forward,3,3,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9671567164949307,-5.928292144425737,-0.2641203965938238,15
lstm_ic_h384_l2_w20,forward,10,1,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.750493112210532,-6.04961522783545,-0.10447201165641273,15
lstm_ic_h256_l3_w40,inverse,20,5,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.899787624808947,-6.050026697981205,-0.15467529363549115,15
lstm_ic_large,forward,20,1,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7517177363537324,-6.056012959067931,-0.09886215767283324,15
lstm_ic_h256_l3_w40,inverse,10,3,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.934509900744699,-6.129189136321044,-0.18017844192834553,15
lstm_ic_large,forward,5,5,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8099256618086075,-6.152604774430127,-0.11379317611350104,15
lstm_ic_h256_l3_w40,inverse,5,5,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.9739003926646431,-6.25575292628598,-0.22493521322988907,15
lstm_ic_h384_l2_w20,forward,20,2,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7714172858569623,-6.262689358498289,-0.10708891595044645,15
lstm_ic_large,forward,20,3,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8291477202214496,-6.285893941686794,-0.11873336017284397,15
lstm_ic_large,forward,30,1,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.7478669438063532,-6.42301529599416,-0.09826151972848518,15
lstm_ic_large,forward,15,2,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8407028127680993,-6.424196623323831,-0.11967331970595707,15
lstm_ic_h384_l2_w20,forward,20,1,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7647523269202974,-6.447756209516031,-0.10448266610332946,15
lstm_ic_large,forward,30,3,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8057212815141966,-6.482142221684762,-0.11207234728589077,15
lstm_ic_h384_l2_w20,forward,30,1,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7493464555310855,-6.530357312206891,-0.09610298497051306,15
lstm_ic_large,forward,20,2,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8324620731574123,-6.5552780213198725,-0.12047913377127939,15
lstm_ic_h256_l3_w40,inverse,5,3,0.047726372062765726,0.03343103133692727,7.352879377395689,0.5658033541842851,16,64.14150222190074,-29.92695501598063,-0.9802626807216718,-6.571634197938868,-0.23771909396893964,15
lstm_ic_large,forward,15,3,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8670785648512638,-6.63100562330183,-0.12835116799432011,15
lstm_ic_large,forward,10,2,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8885927715599939,-6.644715137520862,-0.13331525104857567,15
lstm_ic_large,forward,15,10,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.814841173413992,-6.675115777136497,-0.11737278704729015,15
lstm_ic_large,forward,10,5,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8737981892219697,-6.693018229589045,-0.13642064548947186,15
lstm_ic_h384_l2_w20,forward,10,5,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.868798937170721,-6.718768346303934,-0.1421857876635103,15
lstm_ic_h384_l3_w20,forward,3,1,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9757533435494478,-6.815608095241655,-0.2778471614488438,15
lstm_ic_h384_l2_w20,forward,10,10,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8755843417274867,-6.856458914327409,-0.1437018921543869,15
lstm_ic_h384_l2_w20,forward,30,2,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.7800580147325991,-7.096540721542623,-0.10374276895087298,15
lstm_ic_large,forward,30,2,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.822704698269966,-7.139536345002569,-0.11655660277934299,15
lstm_ic_large,forward,15,5,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8794274960227102,-7.247248707086648,-0.134459248281102,15
lstm_ic_large,forward,30,10,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.8374740176860145,-7.263234601181252,-0.12211224456628178,15
lstm_ic_h384_l2_w20,forward,30,3,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8453605467151502,-7.311618409984014,-0.12397151450733057,15
lstm_ic_large,forward,10,3,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.9197340861046301,-7.347097121263953,-0.15143215239102747,15
lstm_ic_h384_l2_w20,forward,20,3,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8680554962511313,-7.349893109391603,-0.13566185760871186,15
lstm_ic_h384_l2_w20,forward,10,2,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8241047013058909,-7.372345833531189,-0.12336191400435204,15
lstm_ic_h384_l2_w20,forward,15,2,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8182914553642965,-7.447800764703841,-0.11843837720500339,15
lstm_ic_h384_l2_w20,forward,15,1,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8214947336052296,-7.4982633680238,-0.1186119900530005,15
lstm_ic_large,forward,20,10,-0.055187056087772295,-0.03650761826877622,-8.050521069730863,0.5684074692265031,16,18.47944459314021,-29.125307682079438,-0.83428125184085,-7.554265052905741,-0.11893661183838755,15
lstm_ic_h384_l2_w20,forward,10,3,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.9149269686348316,-7.710307240022616,-0.1608849267870951,15
lstm_ic_h384_l2_w20,forward,15,3,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8891274000992616,-7.771643014919591,-0.14297108551715498,15
lstm_ic_h256_l3_w40,forward,30,2,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.7946145548823561,-7.803957003561139,-0.1050824744711003,15
lstm_ic_h384_l2_w20,forward,20,10,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.856481256542842,-7.954538607713455,-0.13237629912027837,15
lstm_ic_h256_l3_w40,forward,15,3,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8305798609122563,-8.014319620444072,-0.11878176837989718,15
lstm_ic_h384_l3_w20,forward,5,3,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9464624932359654,-8.043724199580053,-0.20838639693727312,15
lstm_ic_final_h384_l2_w20,forward,30,3,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8368272033083768,-8.118730956751854,-0.1078257605807107,15
lstm_ic_h256_l3_w40,forward,30,1,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.7784562522537145,-8.125393294747408,-0.10271934985384257,15
lstm_ic_h384_l2_w20,forward,30,5,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8706392485694617,-8.138235941231544,-0.134626967515301,15
lstm_ic_h384_l2_w20,forward,20,5,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8901080459007044,-8.160131025886761,-0.1454836164913358,15
lstm_ic_h384_l3_w20,forward,5,5,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9492450049434578,-8.18758256087348,-0.21052786818579128,15
lstm_ic_final_h384_l2_w20,forward,30,5,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8289042446399566,-8.28526435260676,-0.10682579688543092,15
lstm_ic_h256_l3_w40,forward,3,1,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9447827066335001,-8.413924640168698,-0.18697460342059602,15
lstm_ic_h384_l2_w20,forward,15,5,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8855824261557355,-8.489883381299272,-0.14157226182171667,15
lstm_ic_h256_l3_w40,forward,5,1,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8696465459992471,-8.493068518977907,-0.14566686969863551,15
lstm_ic_h384_l3_w20,forward,30,1,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.7725400452024583,-8.570286456090722,-0.09730044833007023,15
lstm_ic_final_h384_l2_w20,forward,20,10,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8148738384131834,-8.594784069143483,-0.10126930336241657,15
lstm_ic_h384_l2_w20,forward,30,10,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8764151496723718,-8.6225209630159,-0.13519857548220848,15
lstm_ic_h384_l3_w20,forward,30,10,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8507487436690331,-8.658997720789378,-0.12276996025864206,15
lstm_ic_h384_l2_w20,forward,15,10,-0.053009816132149834,-0.029516807110983173,-7.703465158779888,0.4319368109601608,16,13.913133764617674,-61.11251907623227,-0.8929571906188831,-8.736252720034809,-0.14447108523083352,15
lstm_ic_h256_l3_w40,forward,15,2,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8229300975518404,-8.835418354400685,-0.1164717439308598,15
lstm_ic_h256_l3_w40,forward,15,1,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8003095302047191,-8.84090593676628,-0.11083764995326473,15
lstm_ic_final_h384_l2_w20,forward,30,2,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8446645227014566,-8.879842640032098,-0.10925287113389637,15
lstm_ic_h384_l3_w20,forward,5,2,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9393956110204041,-8.914147893907275,-0.1988238678889872,15
lstm_ic_final_h384_l2_w20,forward,20,2,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8780930344889757,-8.916684071473064,-0.12347054229676202,15
lstm_ic_final_h384_l2_w20,forward,30,10,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.80338311369422,-9.023402427808236,-0.09930180512719256,15
lstm_ic_final_h384_l2_w20,forward,20,1,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.856725182996055,-9.09610359593802,-0.11565013661052126,15
lstm_ic_h256_l3_w40,forward,30,3,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8375733162517417,-9.125381967289876,-0.11826831258945858,15
lstm_ic_final_h384_l2_w20,forward,20,3,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8643320585084826,-9.168492837952304,-0.11620141746361334,15
lstm_ic_final_h384_l2_w20,forward,30,1,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8598618804990682,-9.220658596040202,-0.1151539816500401,15
lstm_ic_h256_l3_w40,forward,10,1,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8380359611171787,-9.31442589279457,-0.12672951255276788,15
lstm_ic_final_h384_l2_w20,forward,20,5,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8329609694607886,-9.388706859527476,-0.10596692779844064,15
lstm_ic_h256_l3_w40,forward,30,5,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8415688483998729,-9.477511623946434,-0.11878340039595758,15
lstm_ic_final_h384_l2_w20,forward,15,1,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8645676309301008,-9.527508178346983,-0.12034249050271106,15
lstm_ic_final_h384_l2_w20,forward,15,5,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.856710997773702,-9.557919525947053,-0.11419223553390179,15
lstm_ic_h384_l3_w20,forward,5,1,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9407459990105427,-9.60681676376001,-0.196896197627066,15
lstm_ic_h256_l3_w40,forward,20,2,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8278408897242644,-9.613175083570674,-0.11161019790369009,15
lstm_ic_h384_l3_w20,forward,20,10,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8899249200095747,-9.666927632165628,-0.14132721283720906,15
lstm_ic_final_h384_l2_w20,forward,15,10,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8129334256670366,-9.67692369145182,-0.10175901235024054,15
lstm_ic_h256_l3_w40,forward,10,2,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8524889774951518,-9.692729724162369,-0.12762162516384667,15
lstm_ic_final_h384_l2_w20,forward,15,2,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8977491901186297,-9.711120115154001,-0.1317459058711753,15
lstm_ic_h384_l3_w20,forward,30,2,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8620713096079688,-9.75420444297672,-0.12465229167186687,15
lstm_ic_h384_l3_w20,forward,30,5,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8664562592644304,-9.803532837850051,-0.12841024458886896,15
lstm_ic_h256_l3_w40,forward,30,10,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8538621655450112,-9.835523967569124,-0.12298516575515084,15
lstm_ic_h256_l3_w40,forward,15,5,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8831330988932098,-9.953155852345107,-0.13220829318384064,15
lstm_ic_h384_l3_w20,forward,20,1,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8168707144881651,-10.06519042947684,-0.1087533439022016,15
lstm_ic_final_h384_l2_w20,forward,10,5,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.842517968003716,-10.168698925890821,-0.11108342218285039,15
lstm_ic_final_h384_l2_w20,forward,10,3,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8644953105510527,-10.176423838305547,-0.1181757994674838,15
lstm_ic_h256_l3_w40,forward,20,3,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8741095643208604,-10.350072276649707,-0.12879838048496262,15
lstm_ic_final_h384_l2_w20,forward,3,1,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.906155971643051,-10.3574618076356,-0.1450613645844815,15
lstm_ic_final_h384_l2_w20,forward,15,3,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8499384656979362,-10.412576957127389,-0.11235299667112408,15
lstm_ic_final_h384_l2_w20,forward,10,10,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8471394278660667,-10.536040287651245,-0.11005662854011034,15
lstm_ic_h256_l3_w40,forward,10,3,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9015337806126393,-10.551710071416487,-0.14480054384294483,15
lstm_ic_final_h384_l2_w20,forward,10,1,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.9198039929482914,-10.565696997778078,-0.14622620733559644,15
lstm_ic_final_h384_l2_w20,forward,5,1,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.9496384845099296,-10.606199465618195,-0.17102905673215774,15
lstm_ic_h384_l3_w20,forward,15,10,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9103355115625212,-10.796373084569991,-0.14931056477515403,15
lstm_ic_h256_l3_w40,forward,20,1,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.8287541241574836,-11.052686886639512,-0.11339393355905558,15
lstm_ic_h384_l3_w20,forward,30,3,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8853806293391391,-11.072428600333982,-0.13546801616318882,15
lstm_ic_h384_l3_w20,forward,10,3,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9343898434924245,-11.131579968734373,-0.1659194076676398,15
lstm_ic_h384_l3_w20,forward,10,1,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.8880153319752706,-11.14898078190657,-0.14232859252066865,15
lstm_ic_final_h384_l2_w20,forward,5,5,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8905254189900897,-11.185259370498713,-0.12606204609808858,15
lstm_ic_h256_l3_w40,forward,10,5,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9269947145302496,-11.241320069308653,-0.1586853612815804,15
lstm_ic_final_h384_l2_w20,forward,5,3,-0.054670368782417295,-0.037646332836654535,-8.873707700462427,0.45019647145660885,16,-14.414500161365135,-71.57052138791187,-0.8982323349119731,-11.333256910446075,-0.13276126944849154,15
lstm_ic_h256_l3_w40,forward,3,3,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9801908503573507,-11.403117352839722,-0.23801457032828655,15
lstm_ic_h256_l3_w40,forward,5,2,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9510967895552853,-11.492748039098258,-0.18362108850355818,15
lstm_ic_h256_l3_w40,forward,15,10,-0.047726372062765726,-0.03343103133692727,-7.352879377395689,0.43419664581571493,16,-64.14150222190074,-94.06845723788138,-0.9148532382996593,-11.494866124809214,-0.14715999665691315,15
lstm_ic_h384_l3_w20,forward,10,5,-0.047732990262720765,-0.03407750561820361,-7.648904620760231,0.5684074692265031,16,-6.057088075976931,-63.645638883826905,-0.9017864234943472,-11.593665046626537,-0.14849460209691134,15
