ts_code,name,industry,score,p_rebound,pred_ret,rule_score,pct_chg,cum3,cum5,cum8,down5_cnt,down_streak,intraday,amp_pct,amount,large_net_mf_ratio
688691.SH,灿芯股份,半导体,0.8056468797481631,0.6037149116592838,0.03025145558949364,66.9370102211368,-7.2779,-0.1543103448275862,-0.262406015037594,-0.23633815973844008,4.0,2,-7.878674053901779,9.281663516068047,767103.022,-0.0015626323526594047
300136.SZ,信维通信,元器件,0.7265941805708995,0.5300666734067507,0.011942463902235939,55.547582925630515,-7.2174,-0.1826218967672799,-0.22844137233414818,-0.1856761565836299,3.0,2,-5.53204665084116,7.268119614799784,9185092.23919,-0.012978310603281694
000988.SZ,华工科技,专用机械,0.7223750643935883,0.6542702330248475,0.010683066157069697,44.96855565198308,-5.8254,-0.1051413560170128,-0.16790740956147499,-0.124525761840656,4.0,2,-7.637185280826342,8.122696155871495,12563483.2696,-0.008419508167448514
300571.SZ,平治信息,互联网,0.7213011424901716,0.44676994414907345,0.012908149701379965,77.56354250724874,-3.0723,-0.09049049049049052,-0.26961414790996785,-0.2880426265475631,5.0,6,-1.3249348392701976,4.651162790697675,510961.89649,-0.0052071201752557
002149.SZ,西部材料,小金属,0.7176653812770775,0.5033083990536888,0.01939823313705774,52.27941553087594,-5.6777,-0.13643292682926822,-0.19048299514146905,-0.18005500072369385,3.0,2,-3.9830508474576254,7.5424575424575435,2338400.92517,-0.0059618262420018855
002792.SZ,通宇通讯,通信设备,0.6965688126812781,0.458023423653464,0.025767812041641115,51.50952293965599,-6.0417,-0.13811304156586768,-0.19028925619834713,-0.20603727714748787,4.0,2,-3.7100737100737247,5.010788779669135,1138591.33971,-0.012762673922762459
688361.SH,中科飞测,半导体,0.69448866469686,0.41981803197659445,0.0165764807562022,56.78271714317993,-7.0173,-0.13673356342409138,-0.2076342445930619,-0.21757936201436623,5.0,5,-6.635944700460827,7.49001789893983,2769115.251,0.0011020776397435686
300475.SZ,香农芯创,元器件,0.693849857312417,0.5705251706174085,0.023157538072179653,43.228265518379345,-7.2186,-0.13299086757990863,-0.1831736409855299,-0.10359442060085833,5.0,5,-7.4191046099290725,8.440224332278298,5202801.35347,-0.015271753542350216
603667.SH,五洲新春,机械基件,0.6707920782887766,0.36890541188053094,0.018003346047579607,56.41456135682605,-4.7798,-0.12453555413196671,-0.21531924666972901,-0.14587499999999998,5.0,6,-4.753275717870087,5.936454849498334,1826054.418,-0.0064515218625866766
002865.SZ,钧达股份,电气设备,0.6622071365565908,0.40667633505523926,0.004677040066291039,62.54631105060378,-2.5698,-0.12352597781669594,-0.2072861668426611,-0.24064333400768767,5.0,6,-2.5064935064935123,6.709928617780664,940932.47866,-0.008332850845116977
600481.SH,双良节能,电气设备,0.6387366124427563,0.39637681163023086,0.001627015393935823,75.97342210882691,-1.4733,-0.13008130081300828,-0.2691256830601094,-0.2691256830601094,5.0,7,-2.0146520146520186,4.419889502762435,573582.847,0.00037225659922846324
002929.SZ,润建股份,通信设备,0.6358522564522278,0.3248935110221022,0.007917467822138603,59.63671712136828,-3.6885,-0.09394679347127621,-0.20964125560538116,-0.19886363636363635,5.0,5,-1.8242584598245348,7.103825136612025,1672094.86558,-0.003899898345622901
603650.SH,彤程新材,化工原料,0.629920521016476,0.3772371410761055,0.007768909148739346,52.020968513755456,-2.4722,-0.08929849677881174,-0.17760180995475117,-0.1906806615776082,4.0,2,-2.153432032301472,4.101188194710619,511566.565,-0.0009051021542035261
300751.SZ,迈为股份,专用机械,0.6288734570692437,0.33875564410300624,0.01936404304514529,49.058116832553715,-2.8759,-0.10076024476172818,-0.18693625725111496,-0.11742010628230337,5.0,5,-1.430894308943098,7.710486261315388,2384069.63769,0.00799101238437785
000967.SZ,盈峰环境,环境保护,0.6205710759068233,0.32779788059076953,0.006558333262781018,56.277624179745295,-2.7128,-0.051959890610756676,-0.1950464396284829,-0.2048929663608563,4.0,2,-2.2556390977443663,5.425631431244154,994061.8486,-0.011086131125060851
688818.SH,电科蓝天,航空,0.6193426437325393,0.41359763154008977,0.01071078210858447,45.56375827389629,-5.3289,-0.12822569862281052,-0.15533100142505496,-0.17520556609740667,3.0,2,-5.507246376811592,5.590242485842884,855129.108,-0.006133635203071568
300260.SZ,新莱应材,机械基件,0.6173241870297472,0.3303597805826629,0.004478883905480248,57.85287375042388,-3.5384,-0.04924640729057139,-0.2015013246982631,-0.2101048340128131,4.0,2,-3.125,5.654338549075391,685302.88984,-0.012875708144263186
301316.SZ,慧博云通,软件服务,0.608363932790879,0.3850060182354893,0.005090686447405522,49.150621112081154,-2.3089,-0.0920833333333334,-0.14999024770821157,-0.2122198120028923,4.0,2,0.5537609598523119,7.285362026451468,815848.63141,-0.006420553762463278
002361.SZ,神剑股份,化工原料,0.6020671024320781,0.454584712705711,0.005126322664554375,43.67779056361523,-0.7223,-0.04485154769425148,-0.15294117647058836,-0.14188422247446097,4.0,2,-0.7874015748031593,2.8233749179251455,961424.72052,-0.0011794995237761905
600699.SH,均胜电子,汽车配件,0.5945798437625782,0.339389638743084,0.008334194307921797,47.25435633901526,-0.1907,-0.13401720714758425,-0.18877867327960307,-0.09100382077110103,5.0,5,-0.79605761940863,3.623188405797099,1005614.422,-0.003055256500686897
